Date,Open,High,Low,Close,Volume
2018-01-03,50.099998,50.5,49.25,49.25,4104220.0
2018-01-04,49.299999,50.0,49.299999,49.349998,3206800.0
2018-01-05,49.049999,50.0,49.049999,49.5,1182800.0
2018-01-08,49.599998,50.349998,49.599998,50.349998,2112900.0
2018-01-09,50.5,54.0,50.5,53.950001,4550440.0
2018-01-10,53.799999,53.900002,53.0,53.799999,2089210.0
2018-01-11,53.799999,53.950001,53.299999,53.650002,3193320.0
2018-01-12,53.599998,54.25,53.0,53.5,1052430.0
2018-01-15,53.549999,55.049999,53.549999,54.0,2040270.0
2018-01-16,54.0,54.150002,53.700001,53.75,2083610.0
2018-01-17,54.0,54.200001,53.5,53.849998,2301430.0
2018-01-18,54.0,54.0,53.400002,53.75,2081180.0
2018-01-19,53.75,54.0,53.049999,53.099998,1569050.0
2018-01-22,53.099998,54.0,52.299999,54.0,1214070.0
2018-01-23,54.0,54.0,53.700001,53.950001,1792520.0
2018-01-24,54.0,54.400002,53.700001,53.950001,991950.0
2018-01-25,53.950001,55.0,53.900002,53.950001,2572130.0
2018-01-26,53.950001,54.150002,53.700001,54.0,2660330.0
2018-01-29,53.950001,54.0,53.599998,54.0,185200.0
2018-01-30,54.0,54.0,52.900002,53.75,902170.0
2018-01-31,53.700001,53.700001,52.299999,53.299999,918860.0
2018-02-01,54.299999,54.5,52.5,53.0,1198150.0
2018-02-02,53.0,53.799999,52.849998,53.0,1030760.0
2018-02-05,52.849998,52.849998,51.0,52.5,567770.0
2018-02-06,51.549999,51.549999,50.5,51.349998,3277980.0
2018-02-07,51.349998,52.900002,51.349998,51.349998,863260.0
2018-02-08,52.900002,52.900002,50.0,50.799999,2050110.0
2018-02-09,50.0,50.799999,49.5,50.099998,1264380.0
2018-02-12,50.099998,50.75,50.0,50.0,754150.0
2018-02-13,50.5,50.5,49.950001,50.200001,2284430.0
2018-02-14,50.299999,51.0,50.0,50.950001,1656100.0
2018-02-15,51.0,51.0,50.5,51.0,161120.0
2018-02-19,51.0,51.349998,50.950001,51.0,2935430.0
2018-02-20,51.0,51.099998,50.799999,51.0,647260.0
2018-02-21,51.0,51.5,50.950001,51.0,542100.0
2018-02-22,51.150002,51.5,50.400002,50.5,2108940.0
2018-02-23,50.400002,50.5,49.0,49.0,2253430.0
2018-02-26,49.0,50.25,48.849998,49.5,2719300.0
2018-02-27,49.5,51.450001,49.5,51.049999,2126500.0
2018-02-28,50.450001,52.150002,50.0,51.900002,1361730.0
2018-03-01,51.5,52.700001,51.5,52.200001,1515300.0
2018-03-02,52.200001,52.5,51.400002,52.200001,1662830.0
2018-03-05,52.200001,52.299999,51.650002,52.0,442410.0
2018-03-06,52.099998,53.599998,52.099998,53.150002,3427480.0
2018-03-07,53.150002,53.200001,52.0,52.75,987410.0
2018-03-08,52.799999,53.950001,52.799999,53.950001,2034420.0
2018-03-09,53.950001,53.950001,53.150002,53.25,327490.0
2018-03-12,53.950001,53.950001,53.599998,53.849998,997450.0
2018-03-13,53.900002,54.0,53.5,53.799999,1728770.0
2018-03-14,54.0,54.0,53.099998,53.099998,846200.0
2018-03-15,53.849998,53.849998,53.0,53.150002,631040.0
2018-03-16,53.099998,53.299999,52.849998,53.0,2332650.0
2018-03-19,53.299999,53.450001,53.150002,53.349998,1003330.0
2018-03-20,53.450001,53.450001,52.799999,53.0,1342690.0
2018-03-21,53.0,53.700001,52.200001,52.599998,1417380.0
2018-03-22,52.599998,53.25,52.25,53.0,1562070.0
2018-03-23,53.0,53.0,52.450001,52.799999,891740.0
2018-03-26,52.75,52.75,50.099998,52.0,481040.0
2018-03-27,52.5,52.5,50.599998,52.200001,1110430.0
2018-03-28,53.0,53.0,51.950001,52.450001,1515900.0
2018-04-02,52.5,52.900002,51.099998,52.900002,94020.0
2018-04-03,51.549999,52.25,51.549999,51.599998,455270.0
2018-04-04,52.0,52.25,51.5,52.0,1621580.0
2018-04-05,52.25,52.299999,51.25,52.0,480450.0
2018-04-06,52.0,52.049999,51.25,52.0,225640.0
2018-04-10,52.0,52.099998,51.299999,52.0,594310.0
2018-04-11,52.0,52.099998,51.650002,51.950001,1240860.0
2018-04-12,52.200001,53.0,51.950001,53.0,1331290.0
2018-04-13,53.0,53.0,52.299999,52.75,1177570.0
2018-04-16,51.75,53.0,51.5,51.950001,1664310.0
2018-04-17,51.400002,51.400002,46.099998,47.200001,14369700.0
2018-04-18,47.950001,48.25,46.799999,48.049999,9110700.0
2018-04-19,48.049999,48.049999,47.0,47.950001,2769500.0
2018-04-20,47.049999,48.450001,47.049999,48.0,1608800.0
2018-04-23,48.200001,48.200001,47.049999,47.950001,975900.0
2018-04-24,47.5,48.200001,47.099998,48.0,4530800.0
2018-04-25,47.5,47.900002,45.900002,47.0,2203300.0
2018-04-26,47.0,47.549999,46.549999,47.400002,1000500.0
2018-04-27,47.400002,48.099998,47.099998,47.5,3572400.0
2018-04-30,47.299999,47.5,47.200001,47.400002,691800.0
2018-05-02,47.299999,47.5,46.400002,47.0,385000.0
2018-05-03,46.5,46.5,45.599998,46.0,25400600.0
2018-05-04,46.0,46.099998,45.700001,45.849998,894000.0
2018-05-07,45.849998,46.950001,45.700001,46.950001,451800.0
2018-05-08,46.950001,47.0,46.099998,47.0,187200.0
2018-05-09,47.0,47.0,46.0,46.599998,207900.0
2018-05-10,45.799999,46.950001,45.799999,46.150002,681800.0
2018-05-11,46.0,46.75,46.0,46.599998,213000.0
2018-05-15,46.25,48.0,46.0,47.5,1101700.0
2018-05-16,47.799999,47.799999,46.0,47.5,201100.0
2018-05-17,47.900002,47.900002,47.349998,47.549999,224800.0
2018-05-18,47.5,47.900002,46.0,47.900002,401900.0
2018-05-21,47.0,47.900002,47.0,47.799999,417100.0
2018-05-22,47.599998,47.900002,47.5,47.650002,579200.0
2018-05-23,47.650002,47.700001,47.0,47.700001,842300.0
2018-05-24,47.5,47.650002,46.799999,46.950001,745200.0
2018-05-25,46.950001,47.700001,46.849998,47.700001,397100.0
2018-05-28,47.0,47.5,46.950001,47.5,135600.0
2018-05-29,47.299999,47.700001,46.700001,47.5,204300.0
2018-05-30,46.849998,47.5,46.599998,47.0,979000.0
2018-05-31,47.0,47.0,46.349998,46.700001,434400.0
2018-06-01,46.900002,47.0,46.099998,46.75,233700.0
2018-06-04,47.0,47.099998,46.75,47.0,997600.0
2018-06-05,47.0,47.5,46.599998,47.5,117100.0
2018-06-06,47.0,47.599998,47.0,47.5,400800.0
2018-06-07,47.5,47.75,47.150002,47.700001,455800.0
2018-06-08,47.700001,47.950001,47.700001,47.900002,645900.0
2018-06-11,48.0,48.0,47.5,48.0,302400.0
2018-06-13,48.0,49.0,47.900002,48.349998,1782600.0
2018-06-14,48.849998,48.849998,47.200001,48.0,755300.0
2018-06-18,47.950001,48.0,47.25,48.0,750800.0
2018-06-19,47.25,47.900002,47.200001,47.700001,1873800.0
2018-06-20,47.75,48.200001,47.75,47.849998,1024300.0
2018-06-21,47.200001,47.900002,47.200001,47.900002,259600.0
2018-06-22,47.900002,47.900002,47.099998,47.5,2849700.0
2018-06-25,48.0,48.0,47.0,47.200001,441600.0
2018-06-26,47.599998,47.599998,46.099998,46.700001,1332200.0
2018-06-27,46.099998,47.450001,46.099998,47.0,809900.0
2018-06-28,47.0,47.5,46.5,47.299999,559400.0
2018-06-29,47.5,47.5,46.5,46.599998,847200.0
2018-07-02,46.599998,47.0,46.099998,47.0,174500.0
2018-07-03,47.0,47.0,46.0,46.0,958600.0
2018-07-04,46.5,46.5,45.799999,46.0,944700.0
2018-07-05,45.650002,46.0,45.599998,45.799999,357300.0
2018-07-06,45.799999,45.900002,45.650002,45.900002,153000.0
2018-07-09,46.0,46.0,45.700001,45.849998,101200.0
2018-07-10,45.849998,46.049999,45.849998,46.0,970100.0
2018-07-11,46.099998,46.099998,45.799999,46.0,407600.0
2018-07-12,46.0,46.0,45.0,45.700001,1716500.0
2018-07-13,45.700001,45.799999,45.0,45.0,1782000.0
