Date,Open,High,Low,Close,Volume
2018-01-03,37.549999,38.849998,37.5,38.75,9978000.0
2018-01-04,38.75,39.5,38.0,39.5,20341600.0
2018-01-05,39.299999,39.700001,38.950001,39.349998,11425600.0
2018-01-08,39.5,39.650002,37.799999,38.400002,11202800.0
2018-01-09,38.400002,39.700001,38.150002,39.700001,7899600.0
2018-01-10,39.650002,39.650002,39.099998,39.099998,3455600.0
2018-01-11,39.150002,39.200001,38.0,38.5,6195500.0
2018-01-12,38.5,38.900002,38.5,38.900002,6451700.0
2018-01-15,39.0,39.599998,38.900002,39.349998,5621100.0
2018-01-16,39.400002,39.650002,39.299999,39.299999,7642700.0
2018-01-17,39.400002,39.599998,39.099998,39.450001,5404800.0
2018-01-18,39.5,39.5,38.900002,39.200001,7018500.0
2018-01-19,39.400002,39.400002,38.400002,39.0,9334500.0
2018-01-22,39.0,39.599998,39.0,39.5,10019800.0
2018-01-23,39.599998,39.650002,39.299999,39.5,5818100.0
2018-01-24,39.599998,39.599998,38.599998,38.900002,6591500.0
2018-01-25,38.900002,39.150002,38.400002,38.5,10428500.0
2018-01-26,38.549999,39.150002,38.150002,38.599998,10435100.0
2018-01-29,38.700001,39.099998,38.150002,39.099998,6554300.0
2018-01-30,38.5,38.650002,37.5,37.849998,23467100.0
2018-01-31,37.700001,37.700001,36.900002,36.900002,14513100.0
2018-02-01,36.950001,37.5,36.5,36.5,15959300.0
2018-02-02,36.700001,37.099998,36.049999,36.950001,13406900.0
2018-02-05,36.0,36.0,35.25,35.25,17071800.0
2018-02-06,35.049999,35.799999,34.299999,35.799999,15994600.0
2018-02-07,36.400002,36.650002,35.549999,35.950001,11008200.0
2018-02-08,36.0,36.150002,35.650002,36.0,6370400.0
2018-02-09,35.400002,35.549999,34.700001,35.0,9984800.0
2018-02-12,35.200001,35.900002,35.0,35.0,5814100.0
2018-02-13,35.099998,36.150002,35.099998,36.150002,11935500.0
2018-02-14,36.150002,36.25,35.799999,36.099998,6075300.0
2018-02-15,36.150002,36.25,35.700001,36.099998,5952100.0
2018-02-19,36.099998,36.849998,35.700001,36.25,15074700.0
2018-02-20,36.75,36.75,36.25,36.5,8948600.0
2018-02-21,36.400002,36.599998,35.400002,36.200001,7800100.0
2018-02-22,35.950001,35.950001,35.099998,35.950001,12014200.0
2018-02-23,35.799999,36.200001,35.400002,35.400002,7340800.0
2018-02-26,35.5,36.25,35.099998,36.25,7797300.0
2018-02-27,35.799999,36.400002,35.75,36.400002,6868400.0
2018-02-28,35.900002,36.400002,35.299999,35.299999,10871800.0
2018-03-01,35.599998,36.349998,35.299999,35.75,7397600.0
2018-03-02,35.349998,36.0,35.049999,36.0,6321200.0
2018-03-05,35.799999,36.25,35.5,36.25,3236600.0
2018-03-06,36.25,36.25,35.5,36.0,5346100.0
2018-03-07,35.900002,35.900002,35.400002,35.849998,3363200.0
2018-03-08,35.849998,35.849998,35.299999,35.400002,2097200.0
2018-03-09,35.400002,35.900002,35.400002,35.900002,1714100.0
2018-03-12,36.0,36.400002,35.900002,36.400002,3205900.0
2018-03-13,36.349998,36.349998,35.599998,35.700001,4470500.0
2018-03-14,35.700001,36.0,35.450001,35.5,4969100.0
2018-03-15,35.349998,35.75,34.0,34.0,9424600.0
2018-03-16,33.799999,35.900002,33.799999,34.75,22387900.0
2018-03-19,34.900002,35.0,34.400002,34.5,9036800.0
2018-03-20,34.5,35.0,33.700001,33.799999,8367000.0
2018-03-21,34.450001,34.450001,33.0,33.0,8907400.0
2018-03-22,33.150002,34.400002,33.150002,34.400002,8169900.0
2018-03-23,33.799999,34.0,33.5,33.900002,9259900.0
2018-03-26,33.799999,33.849998,33.049999,33.849998,5061400.0
2018-03-27,33.599998,34.5,33.599998,34.5,8666000.0
2018-03-28,34.0,34.150002,33.299999,33.700001,10415800.0
2018-04-02,33.900002,34.5,33.5,34.5,4440400.0
2018-04-03,34.150002,34.5,33.849998,34.299999,5450200.0
2018-04-04,34.599998,34.799999,34.200001,34.299999,6890300.0
2018-04-05,34.700001,34.700001,34.0,34.400002,4207600.0
2018-04-06,34.0,34.349998,32.950001,33.900002,8123300.0
2018-04-10,33.799999,34.599998,33.349998,33.849998,10723600.0
2018-04-11,33.900002,34.349998,33.299999,33.299999,7383400.0
2018-04-12,33.549999,34.450001,33.349998,34.450001,6760700.0
2018-04-13,34.299999,34.400002,33.75,33.799999,5273000.0
2018-04-16,34.0,34.0,33.849998,34.0,2494000.0
2018-04-17,33.799999,33.900002,33.099998,33.5,6359600.0
2018-04-18,33.299999,33.900002,33.200001,33.599998,5893800.0
2018-04-19,33.349998,33.5,32.099998,32.849998,19364500.0
2018-04-20,32.849998,33.299999,32.549999,33.0,3341400.0
2018-04-23,33.0,33.349998,32.5,33.200001,3776800.0
2018-04-24,33.099998,33.200001,32.299999,32.5,5155500.0
2018-04-25,32.400002,33.200001,32.349998,32.900002,4394400.0
2018-04-26,33.0,33.5,32.799999,33.5,6145900.0
2018-04-27,33.5,34.0,33.049999,33.900002,5889800.0
2018-04-30,33.900002,34.450001,33.75,34.25,4999100.0
2018-05-02,34.299999,34.75,33.700001,33.700001,4103300.0
2018-05-03,34.0,34.200001,32.799999,32.799999,5818400.0
2018-05-04,32.799999,33.200001,32.299999,32.400002,4174900.0
2018-05-07,33.0,33.0,32.200001,32.349998,3327600.0
2018-05-08,33.0,33.900002,32.599998,33.900002,10628500.0
2018-05-09,33.900002,34.549999,33.75,34.299999,10891700.0
2018-05-10,34.450001,34.799999,34.400002,34.700001,7269000.0
2018-05-11,34.900002,35.75,34.799999,35.650002,8899400.0
2018-05-15,36.299999,38.700001,36.25,38.299999,30151600.0
2018-05-16,38.099998,38.400002,37.299999,38.150002,15867300.0
2018-05-17,38.150002,38.700001,36.75,36.75,13646300.0
2018-05-18,37.450001,37.450001,36.950001,37.299999,7527200.0
2018-05-21,37.450001,38.450001,37.400002,37.799999,9693900.0
2018-05-22,38.200001,38.200001,37.200001,37.25,6368000.0
2018-05-23,37.950001,37.950001,36.849998,37.450001,8697900.0
2018-05-24,37.450001,38.0,37.450001,37.900002,6211900.0
2018-05-25,38.200001,38.25,37.799999,38.0,12255400.0
2018-05-28,38.0,38.0,37.700001,38.0,8996200.0
2018-05-29,38.0,38.349998,37.5,37.5,7159900.0
2018-05-30,37.700001,37.950001,36.599998,37.0,18344500.0
2018-05-31,37.299999,37.799999,36.700001,37.0,102018400.0
2018-06-01,37.0,37.700001,37.0,37.200001,9958000.0
2018-06-04,37.200001,37.549999,36.799999,37.450001,9466300.0
2018-06-05,37.900002,38.0,37.0,38.0,6757600.0
2018-06-06,38.0,38.099998,37.700001,38.049999,9248000.0
2018-06-07,38.049999,38.049999,37.5,37.950001,7102300.0
2018-06-08,37.950001,38.0,37.5,37.700001,4965600.0
2018-06-11,37.5,37.5,37.0,37.0,6048400.0
2018-06-13,37.0,37.099998,35.799999,36.5,9520200.0
2018-06-14,35.799999,35.799999,34.75,34.75,33632800.0
2018-06-18,34.5,35.0,34.349998,35.0,14831000.0
2018-06-19,34.75,34.950001,33.900002,34.700001,11821200.0
2018-06-20,34.75,34.950001,34.099998,34.5,9270500.0
2018-06-21,34.549999,34.700001,32.900002,32.900002,16661800.0
2018-06-22,32.950001,33.650002,32.25,33.25,13451700.0
2018-06-25,34.200001,34.200001,33.25,33.25,10822800.0
2018-06-26,33.700001,33.900002,32.700001,33.700001,8574100.0
2018-06-27,33.799999,35.5,33.5,35.5,9606900.0
2018-06-28,35.0,35.0,34.150002,34.25,9315500.0
2018-06-29,34.25,35.950001,34.0,35.950001,16237900.0
2018-07-02,35.799999,36.5,35.299999,35.900002,6099200.0
2018-07-03,36.0,36.299999,35.400002,36.0,4225700.0
2018-07-04,36.0,37.0,35.5,37.0,8574700.0
2018-07-05,36.849998,37.0,36.150002,37.0,8313900.0
2018-07-06,36.849998,37.049999,36.200001,36.650002,3429600.0
2018-07-09,36.5,36.650002,36.150002,36.400002,2686000.0
2018-07-10,36.799999,36.799999,36.049999,36.799999,2439000.0
2018-07-11,36.799999,37.150002,36.5,37.150002,3019400.0
2018-07-12,36.950001,37.049999,35.200001,36.400002,2763100.0
2018-07-13,36.400002,36.950001,36.400002,36.950001,3465200.0
2018-07-16,36.950001,37.0,36.549999,37.0,3211500.0
2018-07-17,37.0,37.0,36.450001,37.0,2758700.0
