Date,Close,High,Low,Open,Volume
2018-01-02,15.710736274719238,15.922713292599314,15.637360564940213,15.922713292599314,42626974
2018-01-03,15.347928047180176,15.69035209571839,15.29900988477003,15.682198897075986,51851150
2018-01-04,15.4906005859375,15.568053892553165,15.188941585287637,15.388688719659411,36894187
2018-01-05,15.547674179077148,15.555827377164643,15.40907392936653,15.547674179077148,29386048
2018-01-08,15.59251594543457,15.686274636348783,15.429456099303854,15.551750983901892,35276524
2018-01-09,15.551857948303223,15.759271408115648,15.54770955339804,15.609933381826872,37152896
2018-01-10,15.190960884094238,15.510377922851433,15.157774766273665,15.510377922851433,54388066
2018-01-11,15.13288688659668,15.253186182357096,15.087256624965029,15.211704316796462,54813997
2018-01-12,15.307116508483887,15.34445103097457,15.066516834418868,15.132889086052327,41285233
2018-01-16,15.232443809509277,15.356892537150157,15.157774782439683,15.307112836578872,32739342
2018-01-17,15.286370277404785,15.327852134624962,15.137032239173578,15.253183115509358,29194465
2018-01-18,15.410822868347168,15.506232846558667,15.269781575523691,15.282226765211018,36623296
2018-01-19,15.435708045959473,15.502080273441631,15.323704519242874,15.502080273441631,36965815
2018-01-22,15.709495544433594,15.721940732181407,15.340299831237076,15.431562446238265,41918634
2018-01-23,15.42741584777832,15.854687058430105,15.361043600539697,15.742683498374358,43739664
2018-01-24,15.356894493103027,15.510379914895271,15.340300908274246,15.468898047972914,37823767
2018-01-25,15.535266876220703,15.535266876220703,15.282223126756543,15.385929873402,30981997
2018-01-26,15.688752174377441,15.68875217437744,15.497932277346282,15.539414134909881,28609654
2018-01-29,15.45644760131836,15.630674944877262,15.340295689754276,15.402519516545075,40884590
2018-01-30,15.531115531921387,15.680452496314311,15.473039056392787,15.497929423436917,39565357
2018-01-31,15.535266876220703,15.73023623036193,15.485488224472682,15.522822737071017,54843258
2018-02-01,16.244625091552734,16.298552150572572,15.929356387658272,15.974987701303812,79392071
2018-02-02,15.792461395263672,16.194843228917748,15.684606243984545,16.190694832994545,61034679
2018-02-05,15.195110321044922,15.892019890608815,15.195110321044922,15.684606378123119,60368442
2018-02-06,15.27807331085205,15.377631652667267,14.726353511891968,14.966953099839044,83286617
2018-02-07,15.319561004638672,15.535270288889858,15.240743566553215,15.269781294380786,47180078
2018-02-08,14.755393981933594,15.327854816005834,14.755393981933594,15.302965487804798,60563732
2018-02-09,14.954509735107422,15.078957406917693,14.531385974833148,14.863247131376934,66489162
2018-02-12,15.087250709533691,15.18266063903431,14.921319122050793,15.07065713175566,36741927
2018-02-13,15.18266487121582,15.228295127676173,14.9213232813831,15.05406879788722,30289413
2018-02-14,15.103848457336426,15.253185471055158,14.979400771308361,15.099700061458861,32880481
2018-02-15,15.34859561920166,15.34859561920166,15.029178582738263,15.128736935485039,36419533
2018-02-16,15.4066743850708,15.51038115582349,15.290522424700832,15.34030213559507,26349718
2018-02-20,15.25318431854248,15.385929833870295,15.211702458050592,15.298815622173125,29222666
2018-02-21,15.062362670898438,15.36518608398257,15.049918533215907,15.253182559392707,27529402
2018-02-22,15.128742218017578,15.344452581409596,15.103852883033891,15.128742218017578,24543650
2018-02-23,15.232443809509277,15.244888996545765,15.054069080767617,15.161923178118512,23098901
2018-02-26,15.53941535949707,15.56015733748801,15.269778026212027,15.319557725815635,26309734
2018-02-27,15.294666290283203,15.614083300994007,15.294666290283203,15.52282174689431,28360874
2018-02-28,15.058213233947754,15.423261500485221,15.058213233947754,15.423261500485221,38768971
2018-03-01,14.933771133422852,15.244891430842587,14.879844076136356,15.062367229702055,37798744
2018-03-02,15.078958511352539,15.099699442315188,14.913027920927318,14.933768851889967,28285936
2018-03-05,15.22414779663086,15.273927499747606,14.975252423771293,15.016735335106127,25551876
2018-03-06,15.294666290283203,15.30711147621367,15.14118090168032,15.278073756617156,23119820
2018-03-07,15.311264991760254,15.361044704554367,15.166075297650258,15.178520487742517,24475464
2018-03-08,15.3942289352417,15.394228935241701,15.166073430423362,15.311263106657796,26170581
2018-03-09,15.36933708190918,15.43985771515961,15.273927121504096,15.41911678379318,24918077
2018-03-12,15.497934341430664,15.58504751100582,15.365188817793987,15.369337213617762,29531820
2018-03-13,15.510384559631348,15.68461201463368,15.456457487938414,15.576756823672701,25399351
2018-03-14,15.361043930053711,15.593346800372085,15.332005154635901,15.593346800372085,24633285
2018-03-15,15.365190505981445,15.468898317820875,15.352746364717577,15.38593248737926,28967928
2018-03-16,15.34859561920166,15.489636880819923,15.307112710330173,15.385930132428534,49124372
2018-03-19,15.174370765686035,15.390081089661757,15.128739453574868,15.340301381215502,26000580
2018-03-20,15.074806213378906,15.273922870345809,15.008433994389938,15.21584639304966,26701240
2018-03-21,14.933771133422852,15.141184665036008,14.93377113342285,15.074812418725784,23086853
2018-03-22,14.672430038452148,14.950364203130464,14.668281642253989,14.913029684921826,37332696
2018-03-23,14.394495010375977,14.92962132664434,14.332270118710698,14.672429158383494,46377072
2018-03-26,14.390349388122559,14.639245860033506,14.286642612124243,14.54383587753304,41696070
2018-03-27,14.477459907531738,14.601908644326764,14.390346734592491,14.456718975186606,44831567
2018-03-28,14.751243591308594,14.871543915233614,14.61849912875312,14.639241105761535,40707969
2018-03-29,14.788580894470215,14.888139260183689,14.527240315419196,14.801026083024947,36494868
2018-04-02,14.56042194366455,14.792724725302357,14.448418423963037,14.759538613639814,38704360
2018-04-03,14.672430038452148,14.693170971868149,14.456719721596631,14.58531581344039,28969385
2018-04-04,14.883991241455078,14.908881619195759,14.51064814624271,14.58531613674029,27224220
2018-04-05,14.991844177246094,15.020881897363362,14.801023227429697,14.904729969319703,22644769
2018-04-06,14.78028392791748,15.016736222222075,14.69317075178535,14.93791879078721,33255438
2018-04-09,14.865666389465332,15.089686316531363,14.819172271674374,14.89525384644333,28968590
2018-04-10,15.136178970336914,15.381333516678065,14.814942861950776,14.92906573872171,52696259
2018-04-11,14.899479866027832,15.10236618780077,14.869892410861823,15.072778732634761,27864639
2018-04-12,14.861435890197754,14.992466482823312,14.81916871460726,14.971332895028064,29062065
2018-04-13,14.852982521057129,14.950199803399466,14.802261481702477,14.88257103932202,19032235
2018-04-16,15.064323425292969,15.140406055517891,14.886797643903783,14.950200547362497,32964025
2018-04-17,14.945974349975586,15.119273208484522,14.924839691982443,15.08545882310246,27255599
2018-04-18,14.882574081420898,15.022057501860983,14.861439421197339,14.996696976999795,28599724
2018-04-19,14.717724800109863,14.907931363715393,14.713497868984534,14.895250570339408,31172124
2018-04-20,14.654324531555176,14.819170593403479,14.434530494028744,14.73463409669117,42967507
2018-04-23,14.747315406799316,14.747315406799315,14.620510657299366,14.671231703173746,28084556
2018-04-24,14.793807983398438,14.933292446166572,14.692364834785877,14.857209817855429,28561593
2018-04-25,14.878344535827637,14.895251193629557,14.679684101658523,14.738860072482485,33485549
2018-04-26,13.990717887878418,14.24432633477285,13.724429712453857,14.13442930553836,175073050
2018-04-27,13.965353012084961,14.185145934663774,13.956899150760886,14.00762018389187,71773908
2018-04-30,13.82164478302002,14.121747321624227,13.808963988149582,14.062572413709477,61108955
2018-05-01,13.75401782989502,13.910408983600984,13.67793518542958,13.842780203499954,47421840
2018-05-02,13.551129341125488,13.792056965463384,13.483500571746674,13.792056965463384,53196466
2018-05-03,13.500408172607422,13.589170538334407,13.360923692602857,13.5426764232709,53352169
2018-05-04,13.584943771362305,13.639892818113665,13.449687288930656,13.500408336416644,33814298
2018-05-07,13.542672157287598,13.631434495054174,13.462362613065443,13.618753703627512,34776581
2018-05-08,13.39896297454834,13.525766639855055,13.348241935388398,13.513086913768499,44372404
2018-05-09,13.2721586227417,13.403190290380314,13.17494240538935,13.369375907500936,49642586
2018-05-10,13.47504711151123,13.538448951273173,13.314427978880197,13.348243431987344,39600046
2018-05-11,13.648345947265625,13.656798743120332,13.521541200561316,13.525768132192159,36426285
2018-05-14,13.606080055236816,13.728656824136303,13.568038731376628,13.690615500276113,35608980
2018-05-15,13.563813209533691,13.627215066758204,13.445463360689878,13.584946806139438,35095003
2018-05-16,13.652576446533203,13.699071642850578,13.546907389515479,13.563814054371672,25230541
2018-05-17,13.496180534362793,13.699066846039281,13.483500807012367,13.686387118688854,33656874
2018-05-18,13.546900749206543,13.56803433676953,13.43277681459005,13.50040557567979,28969650
2018-05-21,13.77514934539795,13.800510934665342,13.48350067548554,13.593396626016418,37984104
2018-05-22,13.707520484924316,13.868139612928662,13.69483969037441,13.792056980443123,38908785
2018-05-23,13.665251731872559,13.749788224265508,13.54690192341072,13.703293046708696,34379249
2018-05-24,13.85545825958252,13.868139053621004,13.614530644699657,13.690612206709847,46677223
2018-05-25,13.741334915161133,13.830098342490556,13.690612804200468,13.821644479429287,28884781
2018-05-29,13.665251731872559,13.732880498824155,13.584942170839948,13.720200772150049,35691200
2018-05-30,13.766697883605957,13.796286409578983,13.64412111706057,13.677935507908312,31955799
2018-05-31,13.661026000976562,13.75824329599351,13.59339722808208,13.745562500798169,38948770
2018-06-01,13.724431991577148,13.783606914296703,13.677936799493361,13.728657856850909,31463933
